,motor_timestamp,m1,m2,m3,m4,bat_timestamp,bat_volt,cmd_timestamp,cmd_thrust,cmd_act_thrust,cmd_roll,cmd_pitch,cmd_yawrate,stabilizer_timestamp,stabilizer_thrust,des_timestamp,des_x,des_y,des_z,des_vx,des_vy,des_vz,mocap_output_timestamp,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,stateZ_timestamp,stateZ_x,stateZ_y,stateZ_z,stateZ_quat,stateZ_vx,stateZ_vy,stateZ_vz,stateZ_rollrate,stateZ_pitchrate,stateZ_yawrate
0,16089.0,0.0,0.0,0.0,0.0,16088.0,3.826979398727417,,,,,,,,,2.126750946044922,0.002,0.002,0.022,0.037,0.003,-0.001,,,,,,,,,16087.0,0.0,0.0,0.0,-1073741824.0,0.0,0.0,0.0,-2.0,0.0,-3.0
1,16099.0,0.0,0.0,0.0,0.0,16098.0,3.826979398727417,,,,,,,,,2.1437909603118896,0.003,0.003,0.022,0.032,0.005,-0.001,,,,,,,,,16097.0,0.0,0.0,0.0,-536870400.0,8.0,-1.0,0.0,-3.0,0.0,0.0
2,16109.0,0.0,0.0,0.0,0.0,16108.0,3.826979398727417,,,,,,,,,2.1588969230651855,0.001,0.001,0.022,0.013,0.0,0.0,,,,,,,,,16107.0,0.0,0.0,1509.0,-1073217024.0,10.0,-2.0,0.0,1.0,-2.0,2.0
3,16119.0,0.0,0.0,0.0,0.0,16118.0,3.826979398727417,,,,,,,,,2.1729300022125244,0.002,0.002,0.024,0.016,0.002,0.01,,,,,,,,,16117.0,0.0,0.0,21.0,-536346624.0,8.0,-2.0,0.0,-1.0,0.0,-2.0
4,16129.0,0.0,0.0,0.0,0.0,16128.0,3.826979398727417,,,,,,,,,2.1848018169403076,0.003,0.003,0.024,0.021,0.004,0.01,,,,,,,,,16127.0,0.0,0.0,21.0,-536870400.0,15.0,0.0,0.0,-1.0,-3.0,3.0
5,16139.0,0.0,0.0,0.0,0.0,16138.0,3.826979398727417,,,,,,,,,2.197739839553833,0.003,0.003,0.024,0.019,0.005,0.01,,,,,,,,,16137.0,0.0,0.0,21.0,-536345600.0,8.0,0.0,0.0,-3.0,-4.0,0.0
6,16149.0,0.0,0.0,0.0,0.0,16148.0,3.826979398727417,,,,,,,,,2.209449291229248,0.001,0.001,0.022,0.002,-0.009,-0.001,,,,,,,,,16147.0,0.0,0.0,21.0,-536345600.0,15.0,-1.0,0.0,-1.0,-1.0,-3.0
7,16159.0,0.0,0.0,0.0,0.0,16158.0,3.826979398727417,,,,,,,,,2.2218308448791504,0.002,0.002,0.022,0.003,0.0,-0.001,,,,,,,,,16157.0,0.0,0.0,23.0,-536345088.0,19.0,-1.0,1.0,-1.0,-2.0,-2.0
8,16169.0,0.0,0.0,0.0,0.0,16168.0,3.826979398727417,,,,,,,,,2.238054037094116,0.002,0.002,0.022,0.0,0.006,-0.002,,,,,,,,,16167.0,0.0,0.0,23.0,-535296512.0,21.0,0.0,1.0,-1.0,4.0,1.0
9,16179.0,0.0,0.0,0.0,0.0,16178.0,3.826979398727417,,,,,,,,,2.2537970542907715,0.002,0.002,0.022,-0.005,0.007,-0.001,,,,,,,,,16177.0,1.0,0.0,23.0,-535298048.0,27.0,0.0,1.0,0.0,-4.0,2.0
10,16189.0,0.0,0.0,0.0,0.0,16188.0,3.826979398727417,,,,,,,,,2.275207281112671,0.002,0.002,0.022,-0.005,0.015,0.003,,,,,,,,,16187.0,0.0,0.0,23.0,-536344576.0,22.0,-4.0,1.0,-1.0,-2.0,0.0
11,16199.0,0.0,0.0,0.0,0.0,16198.0,3.826979398727417,,,,,,,,,2.2964730262756348,0.002,0.002,0.021,-0.008,0.023,0.0,,,,,,,,,16197.0,0.0,0.0,23.0,-536343552.0,19.0,-4.0,1.0,0.0,1.0,0.0
12,16209.0,0.0,0.0,0.0,0.0,16208.0,3.826979398727417,,,,,,,,,2.3155508041381836,0.0,0.0,0.021,-0.029,0.045,0.037,,,,,,,,,16207.0,1.0,0.0,22.0,-535298048.0,34.0,-3.0,0.0,-1.0,-4.0,-1.0
13,16219.0,0.0,0.0,0.0,0.0,16218.0,3.826979398727417,,,,,,,,,2.3368148803710938,-0.003,-0.003,0.024,-0.054,0.068,0.099,,,,,,,,,16217.0,1.0,0.0,22.0,-535296512.0,35.0,0.0,0.0,0.0,4.0,4.0
14,16229.0,0.0,0.0,0.0,0.0,16228.0,3.826979398727417,,,,,,,,,2.356623888015747,-0.012,-0.012,0.026,-0.119,0.072,0.147,,,,,,,,,16227.0,1.0,0.0,22.0,-1073214464.0,24.0,-9.0,0.0,-1.0,0.0,2.0
15,16239.0,0.0,0.0,0.0,0.0,16238.0,3.826979398727417,,,,,,,,,2.3776018619537354,-0.021,-0.021,0.022,-0.173,0.066,0.16,,,,,,,,,16237.0,1.0,0.0,22.0,-1073214464.0,28.0,-9.0,0.0,-1.0,-3.0,0.0
16,16249.0,0.0,0.0,0.0,0.0,16248.0,3.826979398727417,,,,,,,,,2.3999907970428467,-0.028,-0.028,0.026,-0.212,0.051,0.21,,,,,,,,,16247.0,1.0,0.0,22.0,-1073214464.0,31.0,-9.0,2.0,1.0,-1.0,3.0
17,16259.0,0.0,0.0,0.0,0.0,16258.0,3.826979398727417,,,,,,,,,2.42022442817688,-0.037,-0.037,0.026,-0.256,0.034,0.233,,,,,,,,,16257.0,2.0,0.0,23.0,-534246400.0,35.0,2.0,2.0,-3.0,-2.0,-1.0
18,16269.0,0.0,0.0,0.0,0.0,16268.0,3.826979398727417,,,,,,,,,2.440995693206787,-0.043,-0.043,0.031,-0.266,0.019,0.277,,,,,,,,,16267.0,2.0,0.0,23.0,-534246400.0,37.0,5.0,2.0,1.0,-3.0,1.0
19,16279.0,0.0,0.0,0.0,0.0,16278.0,3.826979398727417,,,,,,,,,2.462536096572876,-0.051,-0.051,0.037,-0.282,0.003,0.31,,,,,,,,,16277.0,2.0,0.0,23.0,-535293440.0,29.0,-3.0,3.0,0.0,-6.0,-1.0
20,16289.0,0.0,0.0,0.0,0.0,16288.0,3.826979398727417,,,,,,,,,2.4836032390594482,-0.054,-0.054,0.046,-0.264,-0.015,0.358,,,,,,,,,16287.0,1.0,0.0,23.0,-535292416.0,27.0,-4.0,3.0,-2.0,-3.0,2.0
21,16299.0,0.0,0.0,0.0,0.0,16298.0,3.826979398727417,,,,,,,,,2.504619598388672,-0.058,-0.058,0.061,-0.225,-0.045,0.408,,,,,,,,,16297.0,2.0,0.0,22.0,-534245376.0,37.0,3.0,-1.0,1.0,-4.0,-2.0
22,16309.0,46420.0,46495.0,46693.0,46509.0,16308.0,3.826979398727417,,,,,,,,,2.5314347743988037,-0.057,-0.057,0.075,-0.158,-0.044,0.434,,,,,,,,,16307.0,2.0,0.0,22.0,-534244352.0,28.0,2.0,-1.0,2.0,-1.0,8.0
23,16319.0,46466.0,46227.0,46674.0,46912.0,16318.0,3.826979398727417,,,,,,,,,2.555790424346924,-0.054,-0.054,0.087,-0.105,-0.041,0.452,,,,,,,,,16317.0,3.0,0.0,22.0,-534245376.0,32.0,5.0,-1.0,-2.0,2.0,-1.0
24,16329.0,57559.0,57721.0,57956.0,57796.0,16328.0,3.373020648956299,,,,,,,,,2.580838680267334,-0.053,-0.053,0.096,-0.071,-0.04,0.448,,,,,,,,,16327.0,1.0,0.0,22.0,-534242304.0,13.0,0.0,0.0,-3.0,3.0,-2.0
25,16339.0,61045.0,62551.0,62527.0,61326.0,16338.0,3.0879766941070557,,,,,,,,,2.603095054626465,-0.057,-0.057,0.109,-0.05,-0.048,0.437,,,,,,,,,16337.0,2.0,0.0,24.0,-534243328.0,16.0,2.0,10.0,3.0,3.0,-10.0
26,16349.0,61597.0,61845.0,62229.0,62022.0,16348.0,2.876832962036133,,,,,,,,,2.6248645782470703,-0.054,-0.054,0.118,-0.014,-0.066,0.426,,,,,,,,,16347.0,1.0,0.0,24.0,-534241792.0,7.0,2.0,9.0,-13.0,-21.0,20.0
27,16359.0,62047.0,62045.0,62261.0,61551.0,16358.0,2.876832962036133,,,,,,,,,2.6452927589416504,-0.055,-0.055,0.122,-0.001,-0.078,0.399,,,,,,,,,16357.0,3.0,0.0,24.0,-534243840.0,21.0,4.0,10.0,-5.0,29.0,50.0
28,16369.0,64519.0,62776.0,64349.0,65535.0,16368.0,2.7501466274261475,,,,,,,,,2.6704108715057373,-0.053,-0.053,0.134,0.034,-0.092,0.376,,,,,,,,,16367.0,3.0,0.0,24.0,-534244352.0,19.0,5.0,10.0,12.0,-7.0,14.0
29,16379.0,64071.0,65535.0,65420.0,64020.0,16378.0,2.7237536907196045,,,,,,,,,2.695390224456787,-0.051,-0.051,0.142,0.055,-0.094,0.37,,,,,,,,,16377.0,1.0,0.0,22.0,-536339456.0,2.0,-9.0,-1.0,6.0,31.0,-9.0
30,16389.0,64716.0,65535.0,64731.0,63676.0,16388.0,2.70263934135437,,,,,,,,,2.7168707847595215,-0.049,-0.049,0.149,0.079,-0.101,0.357,,,,,,,,,16387.0,1.0,0.0,22.0,-536339456.0,-1.0,-8.0,-1.0,36.0,23.0,11.0
31,16399.0,64351.0,64679.0,65311.0,65535.0,16398.0,2.744868040084839,,,,,,,,,2.7383251190185547,-0.045,-0.045,0.156,0.101,-0.103,0.348,,,,,,,,,16397.0,2.0,0.0,22.0,-535290880.0,3.0,0.0,-1.0,-29.0,-10.0,-29.0
32,16409.0,64231.0,65535.0,64370.0,63944.0,16408.0,2.7765395641326904,,,,,,,,,2.7600035667419434,-0.042,-0.042,0.163,0.123,-0.105,0.342,,,,,,,,,16407.0,2.0,0.0,22.0,-534241792.0,0.0,6.0,-2.0,8.0,-12.0,-51.0
33,16419.0,63762.0,64864.0,65373.0,64923.0,16418.0,2.7765395641326904,,,,,,,,,2.7826995849609375,-0.037,-0.037,0.173,0.144,-0.095,0.334,,,,,,,,,16417.0,2.0,0.0,22.0,-534241792.0,0.0,4.0,-2.0,-12.0,-28.0,-32.0
34,16429.0,62923.0,64056.0,64702.0,63991.0,16428.0,2.8134896755218506,,,,,,,,,2.8067805767059326,-0.032,-0.032,0.18,0.161,-0.091,0.331,,,,,,,,,16427.0,2.0,0.0,22.0,-534241792.0,-3.0,6.0,-1.0,14.0,48.0,-15.0
35,16439.0,62092.0,63377.0,64187.0,63377.0,16438.0,2.845161199569702,,,,,,,,,2.8266358375549316,-0.029,-0.029,0.187,0.17,-0.085,0.34,,,,,,,,,16437.0,2.0,0.0,22.0,-534241792.0,-5.0,7.0,-1.0,33.0,25.0,-17.0
36,16449.0,60905.0,63513.0,63442.0,61561.0,16448.0,2.88739013671875,,,,,,,,,2.8473260402679443,-0.024,-0.024,0.194,0.182,-0.081,0.338,,,,,,,,,16447.0,2.0,1.0,22.0,-534241792.0,-3.0,11.0,0.0,-3.0,64.0,-32.0
37,16459.0,61089.0,63723.0,61570.0,58849.0,16458.0,2.9348974227905273,,,,,,,,,2.87265944480896,-0.02,-0.02,0.202,0.186,-0.075,0.34,,,,,,,,,16457.0,2.0,2.0,22.0,-534241791.0,-5.0,15.0,3.0,108.0,93.0,-10.0
38,16469.0,59086.0,62346.0,61438.0,57587.0,16468.0,2.992961883544922,,,,,,,,,2.8925271034240723,-0.016,-0.016,0.209,0.189,-0.065,0.341,,,,,,,,,16467.0,2.0,3.0,21.0,-533193215.0,-8.0,23.0,0.0,233.0,164.0,26.0
39,16479.0,59851.0,61485.0,61184.0,58578.0,16478.0,2.992961883544922,,,,,,,,,2.9116101264953613,-0.013,-0.013,0.212,0.196,-0.063,0.339,,,,,,,,,16477.0,1.0,4.0,21.0,-534240768.0,-12.0,29.0,9.0,275.0,154.0,59.0
40,16490.0,57904.0,62811.0,59432.0,51184.0,16488.0,3.056305170059204,,,,,,,,,2.923253059387207,-0.009,-0.009,0.221,0.197,-0.054,0.347,,,,,,,,,16487.0,0.0,6.0,21.0,-533191168.0,-20.0,41.0,20.0,405.0,289.0,61.0
41,16499.0,56646.0,63077.0,60254.0,50272.0,16498.0,3.0879766941070557,,,,,,,,,2.939368486404419,-0.007,-0.007,0.224,0.194,-0.05,0.348,,,,,,,,,16497.0,0.0,7.0,21.0,-535286784.0,-29.0,45.0,37.0,611.0,436.0,76.0
42,16509.0,55506.0,62139.0,58173.0,46171.0,16508.0,3.1302053928375244,,,,,,,,,2.9518823623657227,-0.002,-0.002,0.232,0.196,-0.043,0.355,,,,,,,,,16507.0,-2.0,9.0,21.0,-535284736.0,-45.0,58.0,60.0,744.0,599.0,76.0
43,16519.0,54666.0,61088.0,57972.0,47637.0,16518.0,3.172434091567993,,,,,,,,,2.9649901390075684,0.0,0.0,0.236,0.195,-0.038,0.354,,,,,,,,,16517.0,-3.0,11.0,24.0,-1072152575.0,-54.0,68.0,99.0,841.0,581.0,75.0
44,16529.0,53050.0,59934.0,57341.0,46654.0,16528.0,3.214663028717041,,,,,,,,,2.9814321994781494,0.002,0.002,0.243,0.187,-0.029,0.35,,,,,,,,,16527.0,-5.0,11.0,25.0,-1067955199.0,-69.0,63.0,126.0,715.0,502.0,79.0
45,16539.0,53580.0,58766.0,56457.0,48151.0,16538.0,3.214663028717041,,,,,,,,,2.994678497314453,0.007,0.007,0.246,0.192,-0.027,0.35,,,,,,,,,16537.0,-12.0,14.0,26.0,-1066901503.0,-119.0,72.0,147.0,616.0,226.0,78.0
46,16549.0,52590.0,56254.0,55634.0,49481.0,16548.0,3.2568917274475098,,,,,,,,,3.008208751678467,0.008,0.008,0.249,0.186,-0.021,0.346,,,,,,,,,16547.0,-18.0,14.0,27.0,-1064800254.0,-158.0,71.0,168.0,513.0,-145.0,93.0
47,16559.0,52887.0,53993.0,54045.0,50488.0,16558.0,3.2832846641540527,,,,,,,,,3.0215513706207275,0.011,0.011,0.256,0.177,-0.012,0.34,,,,,,,,,16557.0,-21.0,15.0,22.0,-1062703102.0,-173.0,66.0,160.0,341.0,-535.0,103.0
48,16569.0,54235.0,51523.0,52476.0,52541.0,16568.0,3.304399013519287,,,,,,,,,3.0346479415893555,0.013,0.013,0.26,0.172,-0.007,0.339,,,,,,,,,16567.0,-24.0,15.0,24.0,-1060606973.0,-193.0,60.0,186.0,199.0,-967.0,123.0
49,16579.0,53491.0,48870.0,52079.0,53371.0,16578.0,3.3255133628845215,,,,,,,,,3.0474331378936768,0.016,0.016,0.263,0.172,-0.003,0.338,,,,,,,,,16577.0,-28.0,15.0,26.0,-1059561469.0,-212.0,51.0,210.0,35.0,-1276.0,134.0
50,16589.0,52907.0,48048.0,52162.0,53257.0,16588.0,3.33079195022583,,,,,,,,,3.0596232414245605,0.017,0.017,0.266,0.166,0.0,0.335,,,,,,,,,16587.0,-35.0,15.0,27.0,-1059563516.0,-250.0,41.0,227.0,-128.0,-1523.0,144.0
51,16599.0,53348.0,46356.0,51207.0,53706.0,16598.0,3.33079195022583,,,,,,,,,3.0719969272613525,0.02,0.02,0.273,0.154,0.008,0.33,,,,,,,,,16597.0,-37.0,14.0,26.0,-1059568636.0,-256.0,34.0,233.0,-246.0,-1673.0,152.0
52,16610.0,52248.0,46707.0,51681.0,52449.0,16608.0,3.346627712249756,,,,,,,,,3.0894362926483154,0.022,0.022,0.276,0.151,0.011,0.327,,,,,,,,,16607.0,-41.0,14.0,28.0,-1059574779.0,-268.0,22.0,254.0,-337.0,-1726.0,165.0
53,16620.0,51994.0,46223.0,51142.0,52018.0,16618.0,3.357184886932373,,,,,,,,,3.102795124053955,0.025,0.025,0.283,0.137,0.019,0.316,,,,,,,,,16617.0,-43.0,14.0,31.0,-1061678074.0,-266.0,19.0,277.0,-352.0,-1661.0,165.0
54,16630.0,51915.0,47513.0,50451.0,50145.0,16628.0,3.3624634742736816,,,,,,,,,3.115708112716675,0.027,0.027,0.286,0.135,0.023,0.311,,,,,,,,,16627.0,-49.0,13.0,34.0,-1061683194.0,-287.0,9.0,292.0,-297.0,-1575.0,150.0
55,16639.0,52006.0,48454.0,49723.0,48603.0,16638.0,3.373020648956299,,,,,,,,,3.128330945968628,0.028,0.028,0.289,0.128,0.027,0.305,,,,,,,,,16637.0,-51.0,13.0,37.0,-1063249913.0,-282.0,3.0,310.0,-145.0,-1438.0,142.0
56,16649.0,52164.0,48907.0,48379.0,46714.0,16648.0,3.383577823638916,,,,,,,,,3.14090895652771,0.03,0.03,0.293,0.123,0.03,0.301,,,,,,,,,16647.0,-53.0,12.0,42.0,-1064293369.0,-276.0,-4.0,341.0,40.0,-1256.0,144.0
57,16660.0,51992.0,49910.0,47725.0,44380.0,16658.0,3.383577823638916,,,,,,,,,3.15761137008667,0.032,0.032,0.298,0.11,0.039,0.291,,,,,,,,,16657.0,-54.0,10.0,46.0,-1063239672.0,-264.0,-15.0,358.0,175.0,-1077.0,140.0
58,16669.0,51401.0,50370.0,47674.0,42856.0,16668.0,3.394134998321533,,,,,,,,,3.1710307598114014,0.035,0.035,0.304,0.1,0.045,0.277,,,,,,,,,16667.0,-58.0,9.0,49.0,-1062186999.0,-264.0,-25.0,368.0,290.0,-922.0,136.0
59,16679.0,51462.0,50026.0,47216.0,42749.0,16678.0,3.4046921730041504,,,,,,,,,3.184358596801758,0.036,0.036,0.306,0.094,0.047,0.269,,,,,,,,,16677.0,-58.0,8.0,54.0,-1061134327.0,-242.0,-35.0,379.0,320.0,-754.0,133.0
